Temperature,Vibration,Current,Status,RUL
77.44,3.54,5.74,Normal,18.616
71.33,2.74,6.09,Normal,25.232
74.29,3.51,5.9,Normal,20.175999999999988
82.99,3.67,6.15,Faulty,0.0
78.67,5.55,8.93,Normal,10.0
89.53,7.38,11.52,Faulty,0.0
73.81,5.15,5.38,Normal,13.823999999999998
75.38,4.82,7.66,Normal,10.0
72.44,4.95,6.41,Normal,12.555999999999997
64.48,3.31,5.98,Normal,26.822000000000003
85.21,3.8,4.77,Faulty,0.0
75.78,3.01,8.46,Normal,14.102000000000004
76.99,3.79,4.95,Normal,20.006
74.71,4.68,6.92,Normal,11.01400000000001
71.32,4.13,5.58,Normal,19.818000000000012
74.07,5.31,8.16,Normal,10.0
67.0,2.86,6.5,Normal,26.0
86.39,4.5,6.8,Faulty,0.0
68.83,2.75,6.85,Normal,24.402000000000015
69.84,4.09,7.45,Normal,15.295999999999992
72.8,4.74,7.02,Normal,11.560000000000002
81.44,3.79,6.94,Faulty,0.0
75.07,4.55,6.22,Normal,13.548000000000002
68.82,3.04,4.64,Normal,29.588000000000008
93.42,5.54,9.26,Faulty,0.0
78.66,4.56,8.08,Normal,10.0
77.69,5.74,6.54,Normal,10.0
78.58,3.0,6.0,Normal,19.852000000000004
86.97,5.22,4.89,Faulty,0.0
85.93,4.04,4.42,Faulty,0.0
71.57,2.66,5.95,Normal,25.908000000000015
83.12,2.87,8.33,Faulty,0.0
76.92,4.02,6.16,Normal,15.268
77.5,3.6,7.6,Normal,12.700000000000003
66.54,2.69,6.1,Normal,28.326000000000008
74.15,2.31,7.96,Normal,20.08
70.94,3.15,6.47,Normal,22.275999999999996
79.14,4.19,5.15,Normal,16.116
80.36,3.99,6.6,Faulty,0.0
64.63,3.5,9.75,Faulty,0.0
74.89,4.2,9.68,Faulty,0.0
80.61,5.04,7.73,Faulty,0.0
74.07,4.39,6.79,Normal,13.238
78.65,3.88,7.46,Normal,11.030000000000001
76.76,4.93,7.48,Normal,10.0
76.71,3.04,6.94,Normal,17.954000000000008
73.64,3.78,7.66,Normal,13.936000000000007
68.92,3.8,7.31,Normal,17.718000000000004
69.39,2.76,6.53,Normal,24.976
78.55,3.58,5.21,Normal,19.340000000000003
75.1,1.93,6.31,Normal,26.360000000000014
74.31,5.91,8.2,Normal,10.0
72.88,3.06,6.95,Normal,20.122000000000014
73.47,5.59,7.45,Normal,10.0
80.23,4.04,6.58,Faulty,0.0
73.32,4.56,5.41,Normal,16.977999999999994
68.29,3.51,6.64,Normal,21.555999999999997
78.72,4.21,5.47,Normal,15.308000000000007
73.98,4.65,5.37,Normal,16.251999999999995
75.16,4.66,8.81,Normal,10.0
83.04,4.77,6.37,Faulty,0.0
74.9,3.63,5.89,Normal,19.239999999999995
76.45,3.52,9.43,Faulty,0.0
69.11,2.41,8.22,Normal,21.823999999999984
73.9,4.52,6.44,Normal,13.740000000000009
78.05,5.08,7.64,Normal,10.0
67.22,5.62,6.65,Normal,11.617999999999995
76.0,4.31,5.96,Normal,14.969999999999999
75.5,3.23,7.71,Normal,15.420000000000002
75.21,2.3,6.51,Normal,23.843999999999994
80.19,5.04,7.11,Faulty,0.0
76.67,2.2,8.53,Normal,17.408
82.39,3.66,8.37,Faulty,0.0
70.03,3.78,6.17,Normal,20.572000000000003
75.68,3.93,7.73,Normal,11.751999999999995
75.42,4.04,5.31,Normal,18.617999999999995
69.65,4.14,7.68,Normal,14.469999999999999
79.78,1.58,7.22,Normal,22.572000000000003
86.62,4.01,7.57,Faulty,0.0
74.91,1.77,6.55,Normal,26.554000000000002
77.53,4.73,10.13,Faulty,0.0
75.42,3.44,5.65,Normal,20.598
71.43,1.84,8.46,Normal,22.561999999999983
65.9,3.19,5.45,Normal,28.159999999999997
71.47,3.43,7.76,Normal,16.688000000000002
68.04,5.19,7.86,Normal,10.0
83.52,4.2,7.08,Faulty,0.0
74.42,4.34,6.26,Normal,14.867999999999995
73.27,5.18,7.21,Normal,10.0
79.45,3.9,7.4,Normal,10.629999999999995
69.39,4.75,9.68,Faulty,0.0
71.17,4.68,5.69,Normal,16.828000000000003
75.34,2.71,6.17,Normal,22.73599999999999
80.14,5.47,7.43,Faulty,0.0
77.51,2.58,6.62,Normal,20.73400000000001
76.24,4.92,6.85,Normal,10.0
75.39,2.48,8.61,Normal,16.536
77.0,4.6,2.77,Normal,22.49000000000001
76.01,5.86,6.1,Normal,10.0
69.85,3.79,4.39,Normal,25.97
75.23,3.74,5.21,Normal,20.531999999999996
69.63,4.61,10.61,Faulty,0.0
75.41,3.67,7.9,Normal,12.704000000000008
72.6,5.82,8.43,Normal,10.0
87.7,4.19,6.88,Faulty,0.0
74.8,3.68,8.14,Normal,12.299999999999997
67.98,3.46,4.35,Normal,28.861999999999995
74.33,3.07,8.56,Normal,14.372
77.6,3.37,5.77,Normal,19.28
83.37,3.65,6.2,Faulty,0.0
72.05,3.51,7.76,Normal,15.939999999999998
67.09,3.34,7.47,Normal,20.63600000000001
79.08,6.1,7.13,Faulty,0.0
68.1,2.97,4.96,Normal,29.41000000000001
72.82,4.15,7.15,Normal,14.108000000000004
73.71,4.59,8.44,Normal,10.0
74.65,4.63,6.2,Normal,13.460000000000008
78.45,3.94,8.97,Normal,10.0
71.58,3.76,5.69,Normal,21.182000000000002
73.63,4.45,7.01,Normal,12.542000000000002
74.93,4.27,9.3,Faulty,0.0
75.75,3.74,5.98,Normal,17.909999999999997
75.49,2.44,8.58,Normal,16.76599999999999
77.18,3.53,9.96,Faulty,0.0
79.22,2.85,7.26,Normal,16.438000000000002
76.96,3.33,6.21,Normal,18.54400000000001
77.27,4.03,5.84,Normal,15.968000000000004
67.09,4.36,8.96,Normal,11.066000000000003
75.25,5.78,8.92,Normal,10.0
77.4,3.46,9.17,Faulty,0.0
78.64,4.77,6.95,Normal,10.0
71.54,4.31,8.56,Normal,10.0
71.7,5.3,6.93,Normal,10.0
72.13,4.58,5.68,Normal,16.78200000000001
77.68,2.99,8.69,Normal,12.371999999999986
98.89,5.59,12.75,Faulty,0.0
72.96,4.31,5.47,Normal,18.26400000000001
79.54,3.47,5.44,Normal,18.605999999999995
75.62,3.02,7.06,Normal,18.348
74.38,2.73,8.43,Normal,16.432000000000016
73.94,4.16,5.3,Normal,18.936000000000007
78.73,5.51,7.34,Normal,10.0
76.63,3.59,6.11,Normal,17.742000000000004
86.38,4.59,8.05,Faulty,0.0
70.74,3.9,5.8,Normal,20.656000000000006
77.59,2.71,8.16,Normal,15.415999999999997
72.35,4.73,6.76,Normal,12.659999999999997
70.65,2.91,5.59,Normal,26.290000000000006
74.95,4.02,7.1,Normal,13.63000000000001
75.69,3.66,4.09,Normal,24.016000000000005
89.59,4.89,6.16,Faulty,0.0
74.08,2.94,7.51,Normal,18.322000000000003
69.35,4.39,4.34,Normal,23.420000000000016
76.37,3.16,3.14,Normal,28.958
64.63,3.49,3.49,Normal,33.30199999999999
74.54,0.36,8.99,Normal,26.506
75.08,6.09,6.88,Faulty,0.0
78.97,4.55,6.2,Normal,11.268
79.87,3.23,8.42,Normal,10.668000000000006
72.48,2.88,6.39,Normal,22.942000000000007
74.25,3.5,7.4,Normal,15.75
71.17,4.72,7.04,Normal,12.578000000000003
69.36,2.11,6.29,Normal,28.964
76.55,3.86,7.44,Normal,12.449999999999989
68.63,5.77,8.16,Normal,10.0
72.93,2.87,6.72,Normal,21.732
70.02,4.08,6.31,Normal,18.658000000000015
77.75,6.2,6.49,Faulty,0.0
84.01,4.63,3.55,Faulty,0.0
80.58,7.38,10.84,Faulty,0.0
65.73,4.51,5.19,Normal,22.442000000000007
74.38,3.6,7.94,Normal,13.552000000000007
75.08,5.3,6.86,Normal,10.0
76.09,3.6,7.16,Normal,14.866
72.77,2.04,8.05,Normal,21.988
74.0,3.61,5.61,Normal,20.72
76.84,3.03,7.55,Normal,16.096000000000004
80.2,3.72,7.4,Faulty,0.0
65.22,3.74,6.72,Normal,22.007999999999996
73.16,5.2,5.61,Normal,13.274000000000015
76.07,4.7,7.89,Normal,10.0
70.41,4.26,8.06,Normal,12.274000000000001
83.66,4.0,7.17,Faulty,0.0
85.91,5.64,8.94,Faulty,0.0
74.79,1.82,6.21,Normal,27.396
77.78,4.11,6.91,Normal,12.051999999999992
72.04,4.79,8.03,Normal,10.0
65.77,3.89,4.62,Normal,27.22800000000001
72.86,3.47,6.15,Normal,20.483999999999995
80.15,4.46,6.4,Faulty,0.0
73.32,3.92,6.88,Normal,15.768
87.04,9.55,7.39,Faulty,0.0
79.63,5.23,6.67,Normal,10.0
73.35,4.96,6.53,Normal,11.599999999999994
72.45,4.76,5.44,Normal,16.409999999999997
75.75,2.71,6.82,Normal,20.539999999999992
78.85,4.66,6.19,Normal,10.819999999999993
86.91,4.38,7.74,Faulty,0.0
79.14,4.61,5.67,Normal,12.455999999999989
80.8,4.49,7.13,Faulty,0.0
91.76,7.08,8.95,Faulty,0.0
69.87,6.7,6.1,Faulty,0.0
75.31,3.92,7.45,Normal,12.864000000000004
75.54,4.94,7.35,Normal,10.0
69.61,3.53,6.37,Normal,21.474000000000004
74.12,4.79,6.6,Normal,11.778000000000006
77.0,4.94,4.82,Normal,14.639999999999986
76.8,4.36,9.1,Faulty,0.0
77.52,5.67,8.03,Normal,10.0
76.45,3.12,7.98,Normal,14.590000000000003
72.46,3.51,4.61,Normal,25.144000000000005
72.43,4.21,6.11,Normal,17.161999999999992
69.01,4.88,6.5,Normal,14.694000000000003
83.92,4.18,4.1,Faulty,0.0
75.07,5.29,8.33,Normal,10.0
73.88,3.34,9.18,Faulty,0.0
70.36,2.86,10.09,Faulty,0.0
89.68,4.31,5.43,Faulty,0.0
69.63,3.92,7.18,Normal,17.081999999999994
72.86,4.54,8.98,Normal,10.0
77.08,3.97,6.62,Normal,14.042000000000002
78.0,3.66,6.15,Normal,16.450000000000003
79.79,3.93,4.2,Normal,19.876000000000005
84.04,4.03,8.7,Faulty,0.0
77.53,3.7,6.97,Normal,14.072000000000003
69.72,3.8,5.91,Normal,21.438000000000002
73.72,3.6,7.43,Normal,15.478000000000009
76.54,4.86,7.23,Normal,10.0
85.34,4.19,7.25,Faulty,0.0
68.01,6.26,6.67,Faulty,0.0
81.01,4.16,9.43,Faulty,0.0
75.9,3.45,6.8,Normal,16.810000000000002
79.19,6.67,9.43,Faulty,0.0
74.49,4.41,7.85,Normal,10.0
70.79,4.99,7.53,Normal,10.0
78.75,4.59,6.83,Normal,10.0
78.27,4.62,8.46,Normal,10.0
97.16,8.05,9.7,Faulty,0.0
88.36,5.9,9.32,Faulty,0.0
72.0,4.37,5.55,Normal,18.30000000000001
67.21,2.68,7.63,Normal,23.384000000000015
79.1,3.83,5.64,Normal,16.470000000000013
77.12,3.27,6.91,Normal,16.647999999999996
70.17,4.36,8.59,Normal,10.328000000000003
72.31,4.33,7.46,Normal,12.584000000000003
72.67,4.48,5.92,Normal,16.238
67.59,4.29,9.11,Faulty,0.0
70.91,3.39,7.82,Normal,17.04400000000001
69.33,3.74,8.53,Normal,14.111999999999995
72.94,4.92,3.6,Normal,20.836
87.72,7.63,10.54,Faulty,0.0
66.86,2.85,8.26,Normal,20.854
85.11,2.47,9.55,Faulty,0.0
81.26,3.27,4.8,Faulty,0.0
71.1,5.05,8.81,Normal,10.0
95.99,7.68,11.85,Faulty,0.0
77.09,3.08,3.97,Normal,26.436000000000007
80.96,4.31,7.72,Faulty,0.0
70.91,5.83,7.93,Normal,10.0
80.46,4.42,6.51,Faulty,0.0
72.26,5.42,6.26,Normal,10.763999999999996
68.32,5.0,8.0,Normal,10.00800000000001
78.62,3.09,6.08,Normal,19.138000000000005
81.45,3.81,6.67,Faulty,0.0
87.94,4.03,8.22,Faulty,0.0
85.58,7.65,13.93,Faulty,0.0
78.49,4.92,7.81,Normal,10.0
72.95,4.41,7.2,Normal,12.579999999999984
78.92,1.06,6.23,Normal,28.658
67.65,2.69,5.48,Normal,29.519999999999996
68.69,1.81,8.66,Normal,23.756
86.59,6.86,8.87,Faulty,0.0
75.39,4.24,8.73,Normal,10.0
71.79,4.28,6.51,Normal,15.995999999999995
78.3,3.04,6.03,Normal,19.730000000000004
80.13,4.67,7.63,Faulty,0.0
78.0,4.72,6.89,Normal,10.0
83.09,2.74,5.19,Faulty,0.0
77.08,2.53,9.73,Faulty,0.0
68.92,4.0,6.06,Normal,20.468000000000004
81.82,5.79,8.39,Faulty,0.0
71.97,5.7,8.26,Normal,10.0
79.55,4.56,5.11,Normal,14.14
82.87,3.27,5.5,Faulty,0.0
77.28,4.89,6.55,Normal,10.0
67.52,3.55,5.7,Normal,24.638000000000005
70.41,3.23,9.59,Faulty,0.0
95.24,5.83,11.04,Faulty,0.0
74.15,4.1,8.33,Normal,10.019999999999982
75.4,3.37,7.77,Normal,14.599999999999994
78.79,4.1,7.4,Normal,10.025999999999996
78.48,1.7,7.06,Normal,23.232
94.05,7.34,12.99,Faulty,0.0
73.96,1.57,5.76,Normal,30.494
73.44,5.09,9.59,Faulty,0.0
79.29,4.52,5.07,Normal,14.615999999999985
77.77,3.72,8.17,Normal,10.228000000000009
73.71,4.56,4.89,Normal,18.304000000000016
80.41,3.02,6.53,Faulty,0.0
74.35,4.07,7.14,Normal,13.620000000000005
70.74,4.79,6.27,Normal,14.796000000000006
90.81,4.07,11.24,Faulty,0.0
70.11,3.55,4.92,Normal,25.424000000000007
73.64,3.98,5.52,Normal,19.355999999999995
81.17,3.8,7.75,Faulty,0.0
70.97,5.46,7.04,Normal,10.0
75.94,2.88,5.96,Normal,22.156000000000006
71.72,3.38,8.99,Normal,13.098000000000013
73.7,2.08,5.17,Normal,29.870000000000005
67.45,5.51,6.46,Normal,12.600000000000009
73.9,3.75,6.24,Normal,18.189999999999998
74.03,3.56,7.92,Normal,14.021999999999991
77.7,3.95,7.07,Normal,12.419999999999987
76.12,4.64,6.84,Normal,10.608000000000004
69.01,4.35,4.23,Normal,24.153999999999996
80.42,6.65,8.3,Faulty,0.0
76.05,4.45,6.67,Normal,12.110000000000014
75.99,3.53,7.17,Normal,15.24600000000001
74.95,3.44,5.88,Normal,20.189999999999998
72.41,3.61,5.64,Normal,21.584000000000003
76.09,2.5,9.25,Faulty,0.0
77.38,4.04,4.34,Normal,20.352000000000004
66.27,4.78,5.42,Normal,20.078000000000003
72.31,3.39,9.22,Faulty,0.0
73.73,3.19,7.96,Normal,15.932000000000002
76.28,5.52,6.51,Normal,10.0
80.97,2.57,8.87,Faulty,0.0
81.56,5.61,9.82,Faulty,0.0
72.51,2.85,7.35,Normal,20.194000000000003
72.44,2.46,7.34,Normal,22.216000000000008
70.99,4.39,7.7,Normal,12.355999999999995
73.26,3.64,7.76,Normal,14.563999999999993
78.85,3.78,10.29,Faulty,0.0
69.73,5.15,6.71,Normal,12.28200000000001
77.14,3.31,6.75,Normal,16.915999999999997
66.49,4.78,5.14,Normal,20.786
72.19,5.51,6.92,Normal,10.0
73.35,3.54,9.79,Faulty,0.0
83.37,4.74,8.48,Faulty,0.0
73.63,3.76,6.18,Normal,18.482
63.99,4.92,7.05,Normal,15.855999999999995
65.01,2.43,5.06,Normal,33.664
75.17,2.35,5.55,Normal,26.498000000000005
78.07,3.61,7.22,Normal,13.448000000000008
76.88,3.11,6.26,Normal,19.542
75.84,3.48,5.43,Normal,20.80600000000001
80.81,3.78,7.73,Faulty,0.0
72.3,4.72,6.88,Normal,12.38000000000001
79.47,3.59,4.65,Normal,20.418000000000006
86.29,6.77,6.89,Faulty,0.0
70.48,3.65,6.14,Normal,21.042
65.96,3.23,4.62,Normal,30.414000000000016
73.63,3.07,4.2,Normal,27.872
74.77,2.39,8.69,Normal,17.117999999999995
75.57,4.07,6.85,Normal,13.75800000000001
75.31,3.43,6.6,Normal,17.864000000000004
70.36,4.97,6.72,Normal,12.774000000000001
74.05,2.55,5.29,Normal,26.950000000000003
67.51,3.46,7.62,Normal,19.334000000000003
81.82,5.81,6.8,Faulty,0.0
73.48,3.06,5.86,Normal,23.031999999999996
72.56,3.76,6.09,Normal,19.394000000000005
82.94,2.78,5.16,Faulty,0.0
68.79,2.65,6.39,Normal,26.305999999999997
69.37,5.55,6.64,Normal,10.707999999999998
69.52,4.17,6.35,Normal,18.388000000000005
74.66,4.13,7.08,Normal,13.313999999999993
77.16,2.3,6.88,Normal,21.563999999999993
78.7,4.36,7.35,Normal,10.0
87.86,5.16,8.41,Faulty,0.0
63.75,5.15,7.89,Normal,12.329999999999998
78.04,4.67,8.43,Normal,10.0
72.21,2.87,5.73,Normal,25.134
72.07,4.31,6.24,Normal,16.488
71.9,4.67,7.98,Normal,10.0
70.46,2.21,8.01,Normal,22.644000000000005
83.42,2.88,5.98,Faulty,0.0
79.21,4.89,7.92,Normal,10.0
92.63,7.72,8.95,Faulty,0.0
81.76,2.45,7.72,Faulty,0.0
67.44,4.8,6.96,Normal,14.656000000000006
87.12,7.4,9.23,Faulty,0.0
64.11,4.78,6.35,Normal,18.584000000000003
71.5,3.37,10.27,Faulty,0.0
75.81,4.65,7.3,Normal,10.0
75.51,4.84,10.45,Faulty,0.0
75.75,3.65,4.83,Normal,21.810000000000002
80.69,7.77,10.71,Faulty,0.0
79.02,3.35,3.2,Normal,26.238
76.2,5.65,7.0,Normal,10.0
78.67,3.88,7.95,Normal,10.0
65.54,3.08,8.26,Normal,20.495999999999995
76.56,3.28,5.8,Normal,20.26400000000001
69.06,4.13,8.56,Normal,12.234000000000009
73.01,4.75,6.2,Normal,13.843999999999994
77.67,2.66,6.75,Normal,19.848
75.46,5.85,6.35,Normal,10.0
70.74,4.31,5.3,Normal,20.10600000000001
75.03,4.47,9.35,Faulty,0.0
67.34,3.9,7.07,Normal,18.885999999999996
80.75,4.02,8.63,Faulty,0.0
73.97,3.85,8.57,Normal,10.658000000000001
80.59,5.02,5.55,Faulty,0.0
72.37,3.99,8.82,Normal,10.167999999999992
72.38,4.77,7.76,Normal,10.0
71.18,3.57,5.44,Normal,23.121999999999986
79.38,4.2,7.67,Normal,10.0
88.33,5.26,8.94,Faulty,0.0
88.84,8.77,11.57,Faulty,0.0
73.09,3.17,8.22,Normal,15.635999999999996
65.12,3.68,6.89,Normal,21.85799999999999
72.15,3.69,8.9,Normal,11.560000000000002
69.1,3.65,4.63,Normal,26.400000000000006
75.17,4.72,5.88,Normal,13.658000000000001
80.08,6.11,9.36,Faulty,0.0
79.63,5.39,10.35,Faulty,0.0
74.54,3.18,5.39,Normal,23.206000000000003
74.11,4.17,4.44,Normal,21.364000000000004
78.28,3.22,4.83,Normal,22.442000000000007
79.82,4.42,8.36,Normal,10.0
74.9,3.98,6.11,Normal,16.83
71.14,3.84,6.76,Normal,17.836
66.13,5.19,8.14,Normal,10.0
71.57,3.35,6.76,Normal,20.028000000000006
71.91,4.59,7.31,Normal,11.974000000000018
75.54,3.23,7.8,Normal,15.126000000000005
73.27,4.11,6.35,Normal,16.438000000000002
78.44,2.8,6.75,Normal,18.686000000000007
71.94,3.34,7.36,Normal,18.05600000000001
74.71,3.92,8.3,Normal,10.674000000000007
80.92,5.81,5.81,Faulty,0.0
76.71,4.1,2.47,Normal,26.064000000000007
74.7,5.65,8.02,Normal,10.0
86.25,6.4,11.02,Faulty,0.0
71.83,3.61,7.3,Normal,16.951999999999998
70.75,5.54,7.4,Normal,10.0
72.29,4.44,6.15,Normal,15.975999999999985
78.78,3.36,7.75,Normal,12.682000000000002
73.89,4.47,8.28,Normal,10.0
68.25,3.71,7.08,Normal,19.25999999999999
83.84,2.01,10.74,Faulty,0.0
76.6,4.94,4.65,Normal,15.39
67.97,5.09,7.24,Normal,12.048000000000002
72.79,5.84,5.24,Normal,11.406000000000006
75.55,4.42,8.32,Normal,10.0
83.52,3.75,4.63,Faulty,0.0
69.46,4.83,5.0,Normal,19.174000000000007
79.88,4.85,6.05,Normal,10.0
82.0,5.64,7.4,Faulty,0.0
71.86,3.96,6.11,Normal,18.754000000000005
73.61,3.83,6.12,Normal,18.324000000000012
69.82,3.28,6.73,Normal,21.518
73.98,4.54,6.64,Normal,12.992000000000004
74.82,2.45,9.23,Faulty,0.0
78.3,4.78,8.03,Normal,10.0
80.45,4.59,6.51,Faulty,0.0
71.26,4.59,10.15,Faulty,0.0
65.16,4.14,7.74,Normal,16.98400000000001
74.89,5.53,5.55,Normal,10.765999999999991
76.47,4.87,7.38,Normal,10.0
76.25,3.39,7.8,Normal,13.900000000000006
73.37,3.41,5.97,Normal,21.018
75.62,3.12,5.42,Normal,22.768
82.58,4.55,7.13,Faulty,0.0
76.91,3.0,6.46,Normal,19.474000000000004
89.24,8.21,14.13,Faulty,0.0
72.5,5.32,8.11,Normal,10.0
74.15,3.12,6.04,Normal,21.789999999999992
83.18,3.81,7.64,Faulty,0.0
74.08,4.02,8.9,Normal,10.0
74.9,4.88,4.91,Normal,15.929999999999993
72.59,5.61,5.47,Normal,11.986000000000004
80.49,2.31,6.98,Faulty,0.0
84.8,3.68,7.05,Faulty,0.0
77.25,3.73,6.92,Normal,14.240000000000009
75.41,2.6,6.53,Normal,22.164
75.18,3.51,6.51,Normal,17.811999999999998
63.08,4.43,7.58,Normal,17.262
78.73,3.72,8.7,Normal,10.0
75.67,2.46,6.28,Normal,23.458
77.14,6.87,10.66,Faulty,0.0
71.44,4.27,9.94,Faulty,0.0
73.08,4.11,8.99,Normal,10.0
72.94,2.9,7.93,Normal,17.945999999999998
80.11,4.26,10.01,Faulty,0.0
73.11,3.84,6.56,Normal,17.25399999999999
85.41,2.11,5.75,Faulty,0.0
77.15,2.93,6.21,Normal,20.430000000000007
68.62,4.79,5.5,Normal,18.378
74.36,5.94,7.18,Normal,10.0
71.74,4.37,7.45,Normal,12.756
64.03,5.1,7.3,Normal,14.182000000000002
83.0,3.84,6.98,Faulty,0.0
78.52,3.91,7.2,Normal,11.738
77.67,5.09,9.6,Faulty,0.0
75.83,5.66,7.93,Normal,10.0
68.09,5.3,8.38,Normal,10.0
72.58,2.93,7.29,Normal,19.932000000000002
79.21,3.93,4.58,Normal,19.084000000000003
69.74,4.28,4.28,Normal,23.915999999999997
62.34,3.74,10.12,Faulty,0.0
73.86,4.39,6.2,Normal,15.134000000000015
74.29,4.82,6.07,Normal,13.115999999999985
75.68,5.0,7.37,Normal,10.0
78.64,5.69,7.83,Normal,10.0
78.19,3.67,8.02,Normal,10.676000000000002
76.29,2.64,9.66,Faulty,0.0
80.98,4.36,9.25,Faulty,0.0
67.41,5.88,5.78,Normal,12.813999999999993
77.52,3.52,8.45,Normal,10.538000000000011
91.54,7.44,9.9,Faulty,0.0
68.8,4.7,6.79,Normal,14.849999999999994
67.49,4.19,5.36,Normal,22.476
71.27,4.01,4.46,Normal,23.808000000000007
71.69,3.08,6.95,Normal,20.736000000000004
78.77,1.72,5.57,Normal,27.427999999999997
71.93,2.89,8.39,Normal,17.221999999999994
70.72,3.61,6.58,Normal,19.77799999999999
71.94,5.1,7.46,Normal,10.0
80.59,3.9,9.05,Faulty,0.0
75.07,3.48,4.77,Normal,23.248000000000005
74.1,3.11,5.91,Normal,22.260000000000005
74.45,4.66,7.27,Normal,10.219999999999999
81.46,5.36,7.47,Faulty,0.0
71.25,5.06,8.66,Normal,10.0
81.58,4.61,8.3,Faulty,0.0
76.05,2.52,7.15,Normal,20.319999999999993
74.2,3.65,7.46,Normal,14.849999999999994
87.5,5.95,7.5,Faulty,0.0
69.72,5.12,4.8,Normal,18.168000000000006
73.23,2.46,6.77,Normal,23.451999999999998
68.84,3.94,7.37,Normal,16.885999999999996
79.76,4.36,7.69,Normal,10.0
83.45,3.24,5.61,Faulty,0.0
83.35,1.69,5.1,Faulty,0.0
81.12,4.1,6.65,Faulty,0.0
74.01,3.21,9.95,Faulty,0.0
73.17,3.22,5.77,Normal,22.688000000000002
66.64,3.65,8.76,Normal,15.48599999999999
85.18,3.87,9.38,Faulty,0.0
77.34,3.99,7.07,Normal,12.435999999999979
72.54,3.12,5.98,Normal,22.935999999999993
81.64,3.78,7.77,Faulty,0.0
70.14,2.24,7.29,Normal,24.846000000000004
77.03,4.31,5.71,Normal,15.102000000000004
74.14,1.14,6.01,Normal,31.786
78.19,3.71,7.68,Normal,11.49600000000001
74.68,4.92,8.4,Normal,10.0
67.75,2.94,6.52,Normal,25.090000000000003
75.38,4.72,6.9,Normal,10.472000000000008
80.24,5.16,8.0,Faulty,0.0
74.85,0.69,6.74,Normal,31.42
78.88,3.85,6.55,Normal,13.771999999999991
69.77,1.12,5.87,Normal,34.928
74.87,3.88,5.84,Normal,18.158
89.36,6.87,15.62,Faulty,0.0
78.73,1.52,6.71,Normal,25.031999999999996
75.16,5.92,9.05,Faulty,0.0
78.45,4.29,9.53,Faulty,0.0
80.44,3.15,6.72,Faulty,0.0
78.46,5.47,7.55,Normal,10.0
76.37,2.2,7.15,Normal,21.727999999999994
70.01,2.77,4.58,Normal,30.403999999999996
74.99,1.7,4.67,Normal,32.49600000000001
72.33,5.8,7.07,Normal,10.0
73.28,4.33,6.36,Normal,15.302000000000007
91.54,7.73,12.86,Faulty,0.0
70.1,4.3,6.65,Normal,16.49000000000001
65.21,4.57,9.93,Faulty,0.0
71.66,4.08,6.29,Normal,17.73400000000001
75.97,4.27,9.87,Faulty,0.0
68.26,4.11,7.76,Normal,15.213999999999999
75.08,3.39,7.84,Normal,14.482000000000014
84.5,3.95,6.23,Faulty,0.0
80.12,4.27,7.87,Faulty,0.0
83.22,4.11,9.54,Faulty,0.0
76.96,2.52,6.78,Normal,20.884
80.84,2.66,6.49,Faulty,0.0
71.38,5.08,6.63,Normal,11.882000000000005
71.78,3.69,9.43,Faulty,0.0
61.3,4.58,8.28,Normal,15.480000000000018
97.98,4.93,11.54,Faulty,0.0
82.7,2.53,7.47,Faulty,0.0
72.23,3.16,7.06,Normal,19.681999999999988
73.73,3.78,7.64,Normal,13.942000000000007
71.23,3.33,8.61,Normal,14.78200000000001
76.91,5.29,6.63,Normal,10.0
80.62,4.18,9.05,Faulty,0.0
66.29,5.85,7.55,Normal,10.0
77.05,4.4,3.39,Normal,21.60000000000001
73.62,1.59,8.33,Normal,22.88799999999999
89.21,8.93,9.19,Faulty,0.0
77.29,2.49,8.29,Normal,16.305999999999997
74.06,4.23,8.35,Normal,10.0
74.48,3.23,7.49,Normal,16.692000000000007
73.93,6.14,7.82,Faulty,0.0
79.85,5.44,8.65,Normal,10.0
77.09,3.26,6.26,Normal,18.665999999999997
76.1,3.87,8.19,Normal,10.420000000000016
68.65,4.24,8.74,Normal,11.389999999999986
73.11,4.86,9.64,Faulty,0.0
93.1,6.92,9.81,Faulty,0.0
75.19,2.98,7.61,Normal,17.156000000000006
78.3,3.28,5.56,Normal,19.939999999999998
83.83,4.0,5.49,Faulty,0.0
80.19,5.23,7.54,Faulty,0.0
75.47,4.43,7.12,Normal,11.208000000000013
72.45,3.23,8.72,Normal,14.219999999999999
62.23,4.65,6.48,Normal,19.97200000000001
74.16,3.61,6.8,Normal,17.054000000000002
73.37,4.89,7.32,Normal,10.0
76.95,6.53,5.71,Faulty,0.0
74.23,3.64,5.92,Normal,19.50200000000001
73.4,4.8,8.67,Normal,10.0
66.1,3.25,6.18,Normal,25.55000000000001
70.3,3.89,8.77,Normal,12.060000000000002
77.38,4.03,7.91,Normal,10.0
83.58,3.81,4.68,Faulty,0.0
74.51,6.46,7.8,Faulty,0.0
76.64,3.69,7.78,Normal,12.225999999999999
79.76,4.59,7.63,Normal,10.0
70.95,2.07,6.79,Normal,26.709999999999994
76.83,4.43,5.59,Normal,14.982000000000014
71.3,5.14,9.02,Faulty,0.0
79.32,3.47,6.85,Normal,14.50800000000001
75.76,1.49,5.67,Normal,30.084000000000003
76.49,3.96,7.69,Normal,11.23599999999999
71.09,4.02,5.89,Normal,19.575999999999993
